ClinicName,Street,HouseNumber,Postcode,City,Phone,Email,Website,Latitude,Longitude,GoogleMaps
Heike Kirsten,Wollankstraße,4,13187,Berlin,,,,52.5683736,13.398919,"https://www.google.com/maps/search/?api=1&query=52.5683736,13.398919"
Helena Ritter,,,,Berlin,,,,52.4332076,13.4636127,"https://www.google.com/maps/search/?api=1&query=52.4332076,13.4636127"
Henning Dudat,Dickhardtstraße,61-62,12159,Berlin,,,,52.4713459,13.3356341,"https://www.google.com/maps/search/?api=1&query=52.4713459,13.3356341"
Herbert Burdich,Nestorstraße,7,10709,Berlin,,,,52.4978051,13.2997485,"https://www.google.com/maps/search/?api=1&query=52.4978051,13.2997485"
High-End Dent,Platz vor dem Neuen Tor,5,10115,Berlin,,,https://highend-dent.de,52.5287198,13.3778399,"https://www.google.com/maps/search/?api=1&query=52.5287198,13.3778399"
Holger Heyn und Kollegen,Hermannstraße,158a,12051,Berlin,+49 30 6064152,zahnarztpraxis.heyn@gmail.com,https://www.zahnarztpraxis-neukoelln.de/,52.4672994,13.4322192,"https://www.google.com/maps/search/?api=1&query=52.4672994,13.4322192"
Holger Kretzschmar,Schönhauser Allee,41,10435,Berlin,+49 30 4424238,,http://www.zpraxis-kb.de,52.5397986,13.4126289,"https://www.google.com/maps/search/?api=1&query=52.5397986,13.4126289"
Holger Menz / Frank Strahlendorf,Greifswalder Straße,207 B,10405,Berlin,+49 30 4426621,,,52.5327632,13.4284566,"https://www.google.com/maps/search/?api=1&query=52.5327632,13.4284566"
Horst Wendorff,Schmargendorfer Straße,16,12159,Berlin,+49 30 8522168,,https://za-wendorff.de/,52.4716585,13.3301162,"https://www.google.com/maps/search/?api=1&query=52.4716585,13.3301162"
Huhndorf,Neustädtische Kirchstraße,6,,Berlin,+493020634610,praxis@zahnmedizin-huhndorf.de,https://zahnmedizin-huhndorf.de,52.518762,13.3856781,"https://www.google.com/maps/search/?api=1&query=52.518762,13.3856781"
iDentis,Schloßstraße,110,12163,Berlin,,,https://www.identis.net,52.4610771,13.3252975,"https://www.google.com/maps/search/?api=1&query=52.4610771,13.3252975"
Ihre Zahnärzte am Bundesplatz 3,Bundesplatz,3,10715,Berlin,+49 30 8531095,,http://www.zahnaerzte-wiede-gruss.de/,52.4795294,13.3276707,"https://www.google.com/maps/search/?api=1&query=52.4795294,13.3276707"
Implantat-Praxis-Rudow,Krokusstraße,90,12357,Berlin,+49 30 6616096,,http://www.implantatpraxis-rudow.de,52.4208065,13.493223,"https://www.google.com/maps/search/?api=1&query=52.4208065,13.493223"
Ina Elisabeth Dietrich-Knauth,Tauernallee,2a,12107,Berlin,+49307414040,,http://www.zahnarztpraxis-dietrich.de/,52.4233687,13.3967436,"https://www.google.com/maps/search/?api=1&query=52.4233687,13.3967436"
Ingo Ziemann,Florastraße,44,13187,Berlin,+49 30 4858175,,,52.5662363,13.409438,"https://www.google.com/maps/search/?api=1&query=52.5662363,13.409438"
Integrative Kieferorthopädie König,Stubnitzstraße,1,13189,Berlin,+49 30 91745061,info@integrative-kieferorthopaedie.de,https://www.integrative-kieferorthopaedie.de,52.5667939,13.4165939,"https://www.google.com/maps/search/?api=1&query=52.5667939,13.4165939"
"Irina Talesnik, Dr. Igor Talesnik",Schloßstraße,29,12163,Berlin,+49 30 7908430,,https://www.zahnarztpraxis-talesnik.net/,52.4589162,13.3222276,"https://www.google.com/maps/search/?api=1&query=52.4589162,13.3222276"
Iris Göhringer,Saarstraße,5,12161,Berlin,+49 30 85757205,,http://www.irisgoehringer.de/,52.4681428,13.3341927,"https://www.google.com/maps/search/?api=1&query=52.4681428,13.3341927"
Ivana Naumann,Pestalozzistraße,78,10627,Berlin,+49 30 3152000,,https://www.zahnarztpraxis-ivona-naumann.de?,52.5077758,13.3073017,"https://www.google.com/maps/search/?api=1&query=52.5077758,13.3073017"
Iwona Burzynska und Partner,Schloßstraße,27,12163,Berlin,,,https://www.burzynska.de/,52.4591917,13.3226098,"https://www.google.com/maps/search/?api=1&query=52.4591917,13.3226098"
J. Schafir,Schloßstraße,22,12163,Berlin,,,https://zahnarzt-schafir.de/,52.4601375,13.323462,"https://www.google.com/maps/search/?api=1&query=52.4601375,13.323462"
J.-U. Arndt,Rheinstraße,56,12159,Berlin,+49 30 7829988,,https://www.zahnarzt-arndt.de/,52.4694532,13.3335326,"https://www.google.com/maps/search/?api=1&query=52.4694532,13.3335326"
J.U. Schneider / Dr. A. Schwarz,Husemannstraße,13,10435,Berlin,+49 30 442 41 78,,,52.5380042,13.4173133,"https://www.google.com/maps/search/?api=1&query=52.5380042,13.4173133"
Janka Huttula,Fröaufstraße,5,12161,Berlin,+49 30 8515402,,https://www.praxis-huttula.de/,52.4672349,13.3262273,"https://www.google.com/maps/search/?api=1&query=52.4672349,13.3262273"
Jens Matzat,Friedrich-Engels-Straße,52,,Berlin,+49 30 4772123,,,52.5847631,13.3907263,"https://www.google.com/maps/search/?api=1&query=52.5847631,13.3907263"
Jia-Li Chen,Immanuelkirchstraße,27,10405,Berlin,,,,52.5324113,13.4248843,"https://www.google.com/maps/search/?api=1&query=52.5324113,13.4248843"
Johan Michael Schmidt,Uhlandstraße,118,10717,Berlin,+49 30 3126435,,https://www.zahnaerzte-charlottenburg.de/,52.4895115,13.3231451,"https://www.google.com/maps/search/?api=1&query=52.4895115,13.3231451"
Joselowitsch dental,,,,Berlin,+49 30 9317062,,https://www.dr-zahnarzt.berlin/,52.5453013,13.5718949,"https://www.google.com/maps/search/?api=1&query=52.5453013,13.5718949"
Juliane Baumbach,Bänschstraße,32,10247,Berlin,,,https://zahnarzt-friedrichshain.de/,52.5184555,13.4628583,"https://www.google.com/maps/search/?api=1&query=52.5184555,13.4628583"
Juphia Zahnmedizin,Savignyplatz,6,,Berlin,+49 30 92400590,,http://www.juphia.de,52.5065667,13.3222177,"https://www.google.com/maps/search/?api=1&query=52.5065667,13.3222177"
Jutta Kassner,Markelstraße,59,12163,Berlin,,,,52.4637185,13.3252809,"https://www.google.com/maps/search/?api=1&query=52.4637185,13.3252809"
Jörg Sommer Zahnarzt,Mädewalder Weg,22,12621,Berlin,+49 30 5678927,,,52.5069757,13.5884701,"https://www.google.com/maps/search/?api=1&query=52.5069757,13.5884701"
Kaliakra Bruske,,,,Berlin,+49 30 4533166,,,52.5498025,13.3526336,"https://www.google.com/maps/search/?api=1&query=52.5498025,13.3526336"
Karl Wasserkampf,,,,Berlin,,,,52.4958552,13.3107627,"https://www.google.com/maps/search/?api=1&query=52.4958552,13.3107627"
Karras & Braunsdorf,Beckerstraße,3,12157,Berlin,,,https://www.zahnärztinnen-berlin.de/,52.4672231,13.3428349,"https://www.google.com/maps/search/?api=1&query=52.4672231,13.3428349"
Kaschte,,,,Berlin,,,,52.5870574,13.3677285,"https://www.google.com/maps/search/?api=1&query=52.5870574,13.3677285"
Kathrin Genger,Wollankstraße,123A,13187,Berlin,+49 30 4422788,,,52.5673951,13.3986549,"https://www.google.com/maps/search/?api=1&query=52.5673951,13.3986549"
Kathrin Schimmack,Wilhelminenhofstraße,30,12459,Berlin,+49 30 535 15 34,,https://www.zahnarztpraxis-schimmack.de,52.4617267,13.5178617,"https://www.google.com/maps/search/?api=1&query=52.4617267,13.5178617"
Kathrin Urner,Pasteurstraße,44,,Berlin,+49 30 4250099,,,52.5314893,13.4375939,"https://www.google.com/maps/search/?api=1&query=52.5314893,13.4375939"
Katja Hagenstein,,,,Berlin,+49 304169045,,,52.5911199,13.3466931,"https://www.google.com/maps/search/?api=1&query=52.5911199,13.3466931"
Kerstin Winkelmann Kieferorthopäde,,,,Berlin,+4930 4964060,,,52.5862915,13.2821391,"https://www.google.com/maps/search/?api=1&query=52.5862915,13.2821391"
Kieferorthopäde Dr. Carmen Peikert Berlin Spandau/Kladow,Alt-Kladow,25,14089,Berlin,+49 30 20096960,info@kfo-praxis-peikert.de,https://kfo-praxis-peikert.de/,52.4534507,13.1435584,"https://www.google.com/maps/search/?api=1&query=52.4534507,13.1435584"
Kieferorthopädie,,,,Berlin,+49 30 6862233,,http://kfo-mahjoub.de,52.4782347,13.4366845,"https://www.google.com/maps/search/?api=1&query=52.4782347,13.4366845"
Kieferorthopädie,Lauterstraße,16,12159,Berlin,,,https://www.kieferorthopaedie-berlin.de/,52.4719795,13.3349095,"https://www.google.com/maps/search/?api=1&query=52.4719795,13.3349095"
Kieferorthopädie an der Kaisereiche,Saarstraße,1,12161,Berlin,+49 30 85109077,,https://kfo-kaisereiche.de/,52.4685936,13.3330331,"https://www.google.com/maps/search/?api=1&query=52.4685936,13.3330331"
Kieferorthopädie Dr. Käppler & Dres. Kossack,Hönower Straße,74,12623,Berlin,+49 30 9917062,post@kfo-behandlung.de,https://kfo-behandlung.de,52.5112454,13.6126287,"https://www.google.com/maps/search/?api=1&query=52.5112454,13.6126287"
Kieferorthopädie Korb,Oberfeldstraße,2,12683,Berlin,+49 30 54979800,info@kieferorthopaedie-korb.de,https://kieferorthopaedie-berlin-biesdorf.de,52.5138251,13.5543173,"https://www.google.com/maps/search/?api=1&query=52.5138251,13.5543173"
Kieferorthopädie Moabit,,,,Berlin,,,,52.5288451,13.3356409,"https://www.google.com/maps/search/?api=1&query=52.5288451,13.3356409"
Kieferorthopädie Savignyplatz,Carmerstraße,5,10623,Berlin,,,https://www.zahnmedizinisches-fachzentrum-berlin.de/,52.5073911,13.3239671,"https://www.google.com/maps/search/?api=1&query=52.5073911,13.3239671"
Kiez Zahnarztpraxis,Kottbusser Damm,95,10967,Berlin,+49 30 693 46 86,rehe@aezte-berlin.de,https://www.zahnarztpraxisberlin.de/kiez-zahnarztpraxis/,52.4939886,13.4217615,"https://www.google.com/maps/search/?api=1&query=52.4939886,13.4217615"
Kiez-Smile,Mariannenstraße,9-10,10999,Berlin,+49 30 6158728,,https://zahnarzt-hafez-holz-berlin.de,52.4996752,13.4224807,"https://www.google.com/maps/search/?api=1&query=52.4996752,13.4224807"
Kinderdentist,Oranienstraße,158,10969,Berlin,,,,52.5028297,13.413253,"https://www.google.com/maps/search/?api=1&query=52.5028297,13.413253"
Kinderdentist,,,,Berlin,,,,52.5359012,13.4179436,"https://www.google.com/maps/search/?api=1&query=52.5359012,13.4179436"
Kinderzahnarzt,,,,Berlin,,,,52.5016713,13.314331,"https://www.google.com/maps/search/?api=1&query=52.5016713,13.314331"
Kinderzahnarzt Dr. Monzer Solyman,Winsstraße,43,10405,Berlin,+49304423788,info@dr-solyman.de,https://www.dr-solyman.de/,52.5366928,13.4276946,"https://www.google.com/maps/search/?api=1&query=52.5366928,13.4276946"
kleene große zähne,Schloßstraße,114,12163,Berlin,+49 30 7914891,,https://www.kleene-grosse-zaehne.de/,52.4619517,13.3259577,"https://www.google.com/maps/search/?api=1&query=52.4619517,13.3259577"
"Kompetenzzentrum für Zahnimplantate, Herr Dr. Gutsche & Kollegen",Mauerstraße,12,10117,Berlin,,,https://www.implantat-berlin-mitte.de/,52.5103807,13.3874543,"https://www.google.com/maps/search/?api=1&query=52.5103807,13.3874543"
Konzeptdental,Residenzstraße,122,,Berlin,+4930 4959090,,https://www.zahn-reinickendorf.de,52.5664574,13.3633318,"https://www.google.com/maps/search/?api=1&query=52.5664574,13.3633318"
Kostyantyn Shelkov,,,,Berlin,+49 30 4533025,,,52.5498827,13.3524465,"https://www.google.com/maps/search/?api=1&query=52.5498827,13.3524465"
Kottident,Adalbertstraße,94,,Berlin,+49 30 3911155; +49 30 69598003,info@kottident.de,https://kottident.de,52.5007252,13.4187141,"https://www.google.com/maps/search/?api=1&query=52.5007252,13.4187141"
Kovačev & Albert,,,,Berlin,,,,52.5089098,13.2966273,"https://www.google.com/maps/search/?api=1&query=52.5089098,13.2966273"
Kristin Börner,,,,Berlin,+49302826922,mail@berliner-zahnaerztin.de,https://www.berliner-zahnaerztin.de/berlin-mitte/,52.5289894,13.3880451,"https://www.google.com/maps/search/?api=1&query=52.5289894,13.3880451"
KU64 Dr. Ziegler & Partner Zahnärzte,Kurfürstendamm,64,10707,Berlin,+49 30 8647320,info@ku64.de,https://www.ku64.de/,52.5008328,13.3103862,"https://www.google.com/maps/search/?api=1&query=52.5008328,13.3103862"
Ladewig & Ladewig,Berliner Straße,9,10715,Berlin,,,https://www.zahnarzt-ladewig.de/,52.4876991,13.3324208,"https://www.google.com/maps/search/?api=1&query=52.4876991,13.3324208"
Lagrou,Müllerstraße,151,,Berlin,+49304538089,,,52.5466147,13.3583227,"https://www.google.com/maps/search/?api=1&query=52.5466147,13.3583227"
Lana Well Iryna Uspenska,,,,Berlin,,,,52.4523641,13.3842802,"https://www.google.com/maps/search/?api=1&query=52.4523641,13.3842802"
Larissa Kusika Zahnarzt,,,,Berlin,+49304339482,,,52.5834671,13.3012447,"https://www.google.com/maps/search/?api=1&query=52.5834671,13.3012447"
Lidija Dejanović,,,,Berlin,,,,52.4374635,13.3450602,"https://www.google.com/maps/search/?api=1&query=52.4374635,13.3450602"
Lipp Lutz – Zahnärzte,Nollendorfplatz,8-9,10777,Berlin,+49 30 3212069,,https://www.lipp-lutz.de/,52.4987957,13.3544844,"https://www.google.com/maps/search/?api=1&query=52.4987957,13.3544844"
Lothar Lübke und Brigitte Lübke,Schloßstraße,93,12163,Berlin,,,,52.4582328,13.3223409,"https://www.google.com/maps/search/?api=1&query=52.4582328,13.3223409"
Löger,Thaerstraße,30 B,10249,Berlin,+49 1590 6150753,,,52.5241027,13.4568404,"https://www.google.com/maps/search/?api=1&query=52.5241027,13.4568404"
M. Nakhoda-Laas,Schönwalder Straße,30,13347,Berlin,+49 30 4652432,,,52.5422714,13.3750727,"https://www.google.com/maps/search/?api=1&query=52.5422714,13.3750727"
M. Simsek,Hauptstraße,21,10827,Berlin,+49 30 78703550,,,52.486409,13.356226,"https://www.google.com/maps/search/?api=1&query=52.486409,13.356226"
Maczey,,,,Berlin,,,,52.5615403,13.364409,"https://www.google.com/maps/search/?api=1&query=52.5615403,13.364409"
Magda Doumit,Bundesallee,67,12161,Berlin,+49 30 8526063,,https://www.zahnarztpraxis-doumit.de/,52.4759071,13.3280455,"https://www.google.com/maps/search/?api=1&query=52.4759071,13.3280455"
Maher Nwaiser,,,,Berlin,+49 30 4161026,praxis@nwaiser.de,https://www.nwaiser.de/,52.5976422,13.3555804,"https://www.google.com/maps/search/?api=1&query=52.5976422,13.3555804"
Manana Kreibohm,Badensche Straße,54,10825,Berlin,,,,52.4854732,13.3397362,"https://www.google.com/maps/search/?api=1&query=52.4854732,13.3397362"
Manueal Arlt,,,,Berlin,+49304455305,,,52.5540247,13.4040747,"https://www.google.com/maps/search/?api=1&query=52.5540247,13.4040747"
Manuela Langhoff,Schloßstraße,19,12163,Berlin,,,https://www.zahnarztpraxislanghoff.de/,52.4608371,13.3241623,"https://www.google.com/maps/search/?api=1&query=52.4608371,13.3241623"
Marc Prothmann,,,,Berlin,,,,52.5344701,13.3946285,"https://www.google.com/maps/search/?api=1&query=52.5344701,13.3946285"
Marco Michael,Danziger Straße,141,10407,Berlin,,,https://zahnarztdanziger141.de/,52.5349653,13.4363122,"https://www.google.com/maps/search/?api=1&query=52.5349653,13.4363122"
Marec Stürtz,Winsstraße,10,10405,Berlin,+49 30 473779510,,https://www.doctolib.de/zahnmedizin/berlin/marec-stuertz,52.5325806,13.424351,"https://www.google.com/maps/search/?api=1&query=52.5325806,13.424351"
Margareta Sliwinski,Südwestkorso,19,14197,Berlin,,,,52.4720087,13.3195485,"https://www.google.com/maps/search/?api=1&query=52.4720087,13.3195485"
Maria Palion & a. ZA Tarek Tantush,Grünberger Straße,8,10243,Berlin,+49 30 296 27 68,,,52.5129462,13.4488015,"https://www.google.com/maps/search/?api=1&query=52.5129462,13.4488015"
Markus Kuhnke,Hauptstraße,87,12159,Berlin,+49 30 89742090,,https://www.zahnarzt-kuhnke.de,52.4745272,13.3396401,"https://www.google.com/maps/search/?api=1&query=52.4745272,13.3396401"
Martin Kretschmar,,,,Berlin,+493044714895,,https://www.kretschmar-dent.de/,52.5526104,13.4061512,"https://www.google.com/maps/search/?api=1&query=52.5526104,13.4061512"
Martin Schymanski Inselzahnarzt,Inselstraße,1,10179,Berlin,+49 30 23456696,inselzahnarzt@online.de,http://www.inselzahnarzt-berlin-mitte.de/,52.5119729,13.4129785,"https://www.google.com/maps/search/?api=1&query=52.5119729,13.4129785"
Massimo Micalef,Stargarder Straße,18,10437,Berlin,,,https://www.zahnarzt-micalef.de/,52.5459398,13.419182,"https://www.google.com/maps/search/?api=1&query=52.5459398,13.419182"
matern dental,,,,Berlin,,,,52.4946131,13.3102691,"https://www.google.com/maps/search/?api=1&query=52.4946131,13.3102691"
Matthias Fromin,,,,Berlin,+49302170211,,,52.4928302,13.3538157,"https://www.google.com/maps/search/?api=1&query=52.4928302,13.3538157"
Matthias Schulze,Schloßstraße,26,12163,Berlin,,,,52.4595703,13.3229075,"https://www.google.com/maps/search/?api=1&query=52.4595703,13.3229075"
Maziar Fazeli,Albrechtstraße,12,12167,Berlin,,,https://www.kieferorthopädie-berlin-steglitz.de/,52.4552763,13.3254514,"https://www.google.com/maps/search/?api=1&query=52.4552763,13.3254514"
"Mechthild Jonczyk-Hauke, Lutz Schubert",Corinthstraße,50,10245,Berlin,+49 30 2912963,,,52.4992399,13.4634427,"https://www.google.com/maps/search/?api=1&query=52.4992399,13.4634427"
Med Aesthetico,,,,Berlin,,,,52.4977746,13.3266396,"https://www.google.com/maps/search/?api=1&query=52.4977746,13.3266396"
Medentes,,,,Berlin,,,,52.5946977,13.3334157,"https://www.google.com/maps/search/?api=1&query=52.5946977,13.3334157"
Medentes - Zahnarztpraxis,,,,Berlin,+49 30 881 72 71,,https://www.medentes.de/,52.5035263,13.3392906,"https://www.google.com/maps/search/?api=1&query=52.5035263,13.3392906"
Medentes - Zahnarztpraxis Reinickendorf,Oranienburger Straße,73,13437,Berlin,+49 30 411 12 47,,https://www.medentes.de/,52.5919596,13.3341987,"https://www.google.com/maps/search/?api=1&query=52.5919596,13.3341987"
Mehringdamm ZMM,,,,Berlin,,,,52.4905098,13.3862095,"https://www.google.com/maps/search/?api=1&query=52.4905098,13.3862095"
MeinDentist,Arkonaplatz,4,10435,Berlin,,,,52.537692,13.401928,"https://www.google.com/maps/search/?api=1&query=52.537692,13.401928"
Meindentist,Wilmersdorfer Straße,42,,Berlin,+49 30 397733333,,,52.5106386,13.3052633,"https://www.google.com/maps/search/?api=1&query=52.5106386,13.3052633"
Meindentist,,,,Berlin,,,,52.5358288,13.417862,"https://www.google.com/maps/search/?api=1&query=52.5358288,13.417862"
MeinDentist,Anklamer Straße,26,10115,Berlin,+49 30 51999933,praxis-anklamer@meindentist.de,https://meindentist.de/berlin/mitte/,52.5362718,13.4010236,"https://www.google.com/maps/search/?api=1&query=52.5362718,13.4010236"
MEINDENTIST,Karl-Marx-Straße,188,12043,Berlin,+49 30 695282669,,https://meindentist.de/berlin/neukoelln/,52.4733097,13.4405797,"https://www.google.com/maps/search/?api=1&query=52.4733097,13.4405797"
MeinDentist,Franz-Ehrlich-Straße,9,12489,Berlin,+49 30 403684844,,https://meindentist.de/adlershof/franz-ehrlich-str/,52.4339341,13.54118,"https://www.google.com/maps/search/?api=1&query=52.4339341,13.54118"
MEINDENTIST-Praxis Hellersdorf,Adele-Sandrock-Straße,5,12627,Berlin,+49 30 9912014,,https://meindentist.de/berlin/hellersdorf/adele-sandrock-str/,52.5329316,13.6210033,"https://www.google.com/maps/search/?api=1&query=52.5329316,13.6210033"
MEINDENTIST-Praxis Hellersdorf,Janusz-Korczak-Straße,17,12627,Berlin,+49 30 403613161,praxis-januszkorczak@meindentist.de,https://meindentist.de/hellersdorf-2/ueber-die-praxis/praxisphilosophie/,52.5386292,13.6020968,"https://www.google.com/maps/search/?api=1&query=52.5386292,13.6020968"
Melek Elcivan,Wilhelmstraße,45,10117,Berlin,,,,52.5118093,13.3836264,"https://www.google.com/maps/search/?api=1&query=52.5118093,13.3836264"
Michael Heine,,,,Berlin,,,,52.526948,13.5465311,"https://www.google.com/maps/search/?api=1&query=52.526948,13.5465311"
MKG Köksal,Dietzgenstraße,93,13156,Berlin,+49 30 43207889,kontakt@kieferchirurgie-pankow.de,https://kieferchirurgie-pankow.de/,52.5895906,13.4009922,"https://www.google.com/maps/search/?api=1&query=52.5895906,13.4009922"
Mohammed Azzawi,,,,Berlin,,,,52.500927,13.397783,"https://www.google.com/maps/search/?api=1&query=52.500927,13.397783"
Monika Nowak,,,,Berlin,,,,52.4991631,13.3084829,"https://www.google.com/maps/search/?api=1&query=52.4991631,13.3084829"
Moritz & Inga Strehle,Schöneberger Straße,16,12163,Berlin,+49 30 8524649,praxis@zahnarzt-strehle.de,https://zahnarzt-strehle.de/,52.4648511,13.328986,"https://www.google.com/maps/search/?api=1&query=52.4648511,13.328986"
Mund-Kiefer-Gesicht-Chirurgie Westend,,,,Berlin,,,,52.5113289,13.2685159,"https://www.google.com/maps/search/?api=1&query=52.5113289,13.2685159"
Mund-Kiefer-Gesichtschirugie,,,,Berlin,,,,52.5251579,13.3101292,"https://www.google.com/maps/search/?api=1&query=52.5251579,13.3101292"
Mundpropaganda,Christburger Straße,37,10405,Berlin,+4930519999530,,https://mundpropaganda.de/,52.5359247,13.426974,"https://www.google.com/maps/search/?api=1&query=52.5359247,13.426974"
Mundpropaganda,,,,Berlin,,,,52.5324471,13.420709,"https://www.google.com/maps/search/?api=1&query=52.5324471,13.420709"
MVZ Densante Marzahn,Rudolf-Leonhard-Straße,10,12679,Berlin,+49 30 2400066200,,https://densante.de/standorte/zahnarztpraxis-marzahn/,52.5507465,13.5675216,"https://www.google.com/maps/search/?api=1&query=52.5507465,13.5675216"
MVZ Dr. Siebers,Soorstraße,26,,Berlin,+493031802300,info@zahnarzt-siebers.de,https://www.zahnarzt-siebers.de/,52.5104355,13.277197,"https://www.google.com/maps/search/?api=1&query=52.5104355,13.277197"
MVZ Medeco,Prinzenallee,89-90,13357,Berlin,,,https://www.mvzmedeco.berlin/standort-wedding,52.5527179,13.3814011,"https://www.google.com/maps/search/?api=1&query=52.5527179,13.3814011"
MVZ Medeco Berlin Dahlem,Podbielskiallee,89,14195,Berlin,+49 30 8419100,,https://www.mvzmedeco.berlin/standort-dahlem,52.4588124,13.3030237,"https://www.google.com/maps/search/?api=1&query=52.4588124,13.3030237"
MVZ Volksdent,Prenzlauer Allee,176,10409,Berlin,+49 30 22325373,,https://volksdent.de,52.5456067,13.4273474,"https://www.google.com/maps/search/?api=1&query=52.5456067,13.4273474"
MVZ Zahnärzte,,,,Berlin,+49 30 4932050,,https://zahnzentrum-in-berlin.de/,52.5517428,13.3833687,"https://www.google.com/maps/search/?api=1&query=52.5517428,13.3833687"
my teeth bliss,Blissestraße,33,10713,Berlin,+49 30 34353010,,https://www.myteethbliss.de/,52.4821203,13.3205809,"https://www.google.com/maps/search/?api=1&query=52.4821203,13.3205809"
neodent,Kaiser-Friedrich-Straße,90,,Berlin,,,,52.5147392,13.3012701,"https://www.google.com/maps/search/?api=1&query=52.5147392,13.3012701"
Ngoc Hieu Ngo,Hackerstraße,27,12161,Berlin,,,,52.4659061,13.3248156,"https://www.google.com/maps/search/?api=1&query=52.4659061,13.3248156"
Nosrat Delbasteh,Friedrichstraße,32;33,10969,Berlin,+49 30 2515262,,,52.504873,13.3910692,"https://www.google.com/maps/search/?api=1&query=52.504873,13.3910692"
Novowhite,,,,Berlin,+49 30 330 998 670,,https://www.novowhite.de/,52.5135587,13.478921,"https://www.google.com/maps/search/?api=1&query=52.5135587,13.478921"
Odile Popescu,,,,Berlin,,,,52.5524622,13.4112358,"https://www.google.com/maps/search/?api=1&query=52.5524622,13.4112358"
Ole Storch,Prenzlauer Allee,209,10405,Berlin,+49 30 4419073,,http://www.zahnarzt-ole-storch.de/,52.5368112,13.4223345,"https://www.google.com/maps/search/?api=1&query=52.5368112,13.4223345"
opensmile,Karl-Marx-Straße,84-86,12043,Berlin,+49 30 689773930,info2@zahnarzt-brandmann.de,https://zahnarzt-brandmann.de/,52.4809275,13.4347395,"https://www.google.com/maps/search/?api=1&query=52.4809275,13.4347395"
Oralchirurgie,Lauterstraße,16,12159,Berlin,+49 30 8594972,,https://www.mesgarian.de/,52.4719768,13.3349586,"https://www.google.com/maps/search/?api=1&query=52.4719768,13.3349586"
Oralchirurgische Praxis Wilmersdorfer Straße,Wilmersdorfer Straße,58,10627,Berlin,+49 30 31991770,za@torklus.de,http://www.praxis-torklus.de,52.507456,13.306165,"https://www.google.com/maps/search/?api=1&query=52.507456,13.306165"
Orthodont,,,,Berlin,,,,52.4678224,13.490114,"https://www.google.com/maps/search/?api=1&query=52.4678224,13.490114"
Panodontis,Spessartstraße,13,14197,Berlin,,,https://www.panodontis.de/,52.4747701,13.314808,"https://www.google.com/maps/search/?api=1&query=52.4747701,13.314808"
Paro-Endo,Bismarckstraße,24,10625,Berlin,,info@paro-endo-berlin.de,https://www.paro-endo-berlin.de/,52.5122843,13.312139,"https://www.google.com/maps/search/?api=1&query=52.5122843,13.312139"
PearlDent,Kantstraße,58,,Berlin,,,,52.5069394,13.3056309,"https://www.google.com/maps/search/?api=1&query=52.5069394,13.3056309"
Perleweiss,,,,Berlin,,,,52.5356388,13.3562296,"https://www.google.com/maps/search/?api=1&query=52.5356388,13.3562296"
Peter Euler,,,,Berlin,,,,52.5580111,13.3425039,"https://www.google.com/maps/search/?api=1&query=52.5580111,13.3425039"
Peter Krause,Kamenzer Damm,40,12249,Berlin,+49 30 7751071,,,52.4340065,13.3596273,"https://www.google.com/maps/search/?api=1&query=52.4340065,13.3596273"
Peter Luck,,,,Berlin,+4930 4121880,,,52.5672262,13.3167584,"https://www.google.com/maps/search/?api=1&query=52.5672262,13.3167584"
Peter Völkel,Karl-Marx-Straße,156,12043,Berlin,+49 30 6812852,,https://www.neukoelln-zahnaerzte.de/,52.4758899,13.4393111,"https://www.google.com/maps/search/?api=1&query=52.4758899,13.4393111"
Peter Zahl,Klutstraße,9,12587,Berlin,+49 30 645 1552,peterzahl@t-online.de,http://www.zahnarztpraxis-friedrichshagen.de/,52.4532819,13.6291935,"https://www.google.com/maps/search/?api=1&query=52.4532819,13.6291935"
Petra Gräf,Pasteurstraße,44,,Berlin,+49 30 4235027,,,52.5315064,13.4375824,"https://www.google.com/maps/search/?api=1&query=52.5315064,13.4375824"
Pia Mocker,Zimmermannstraße,34,12163,Berlin,,,,52.4598832,13.3210174,"https://www.google.com/maps/search/?api=1&query=52.4598832,13.3210174"
Praxis am Viktoriapark,Katzbachstraße,21,10965,Berlin,+49 30 78952810,,http://www.Praxis-am-Viktoriapark.de,52.4867044,13.376422,"https://www.google.com/maps/search/?api=1&query=52.4867044,13.376422"
Praxis Dr. Matthias Deumer-Platu,Kladower Damm,366,14089,Berlin,,praxis@dr-deumer.de,,52.4552369,13.1449138,"https://www.google.com/maps/search/?api=1&query=52.4552369,13.1449138"
Praxis Dr. Wersch-Winckler & Winckler,Ruppiner Chaussee,137,13503,Berlin,,,https://www.gesunde-zaehne.berlin/,52.6072035,13.261518,"https://www.google.com/maps/search/?api=1&query=52.6072035,13.261518"
Praxis Dr.med. Martina Schüler Zahnärztin,,,,Berlin,,,,52.5125699,13.5002672,"https://www.google.com/maps/search/?api=1&query=52.5125699,13.5002672"
Praxis fuer Kieferorthopaedie,Dörpfeldstraße,11,12489,Berlin,+49 30 6713793,,,52.4363771,13.5443815,"https://www.google.com/maps/search/?api=1&query=52.4363771,13.5443815"
Praxis für Kieferorthopädie Mitte,Invalidenstraße,7,10115,Berlin,+49 30 40042900,,https://www.kieferorthopaede-berlin.de/de/mitte/index.php,52.5321356,13.3925004,"https://www.google.com/maps/search/?api=1&query=52.5321356,13.3925004"
